,Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,Variant.1,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
3219,Case 699,Closed,Value 5,2011/04/10 14:42:34.000,Variant 16,16,Variant 16,Value 1,Value 35,Value 3,Value 1,Value 2,Value 3,Value 2,Value 1,Value 2
3220,Case 700,Assign seriousness,Value 1,2012/07/23 07:52:47.000,Variant 8,8,Variant 8,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3221,Case 700,Resolve ticket,Value 13,2012/07/23 10:15:27.000,Variant 8,8,Variant 8,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3222,Case 700,Resolve ticket,Value 13,2012/07/23 10:20:33.000,Variant 8,8,Variant 8,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3223,Case 700,Closed,Value 5,2012/09/07 08:00:29.000,Variant 8,8,Variant 8,Value 1,Value 16,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3224,Case 701,Assign seriousness,Value 13,2013/01/21 11:27:16.000,Variant 1,1,Variant 1,Value 1,Value 68,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3225,Case 701,Take in charge ticket,Value 2,2013/01/22 12:00:35.000,Variant 1,1,Variant 1,Value 1,Value 68,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3226,Case 701,Resolve ticket,Value 1,2013/02/06 08:22:55.000,Variant 1,1,Variant 1,Value 1,Value 68,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3227,Case 701,Closed,Value 3,2013/02/21 08:23:09.000,Variant 1,1,Variant 1,Value 1,Value 68,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3228,Case 702,Assign seriousness,Value 2,2010/05/28 12:43:28.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
3229,Case 702,Take in charge ticket,Value 2,2010/05/28 12:43:46.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
3230,Case 702,Resolve ticket,Value 6,2010/05/28 16:35:02.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
3231,Case 702,Closed,Value 5,2010/07/14 12:50:17.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
3232,Case 703,Assign seriousness,Value 15,2010/06/08 12:59:46.000,Variant 3,3,Variant 3,Value 1,Value 88,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3233,Case 703,Take in charge ticket,Value 12,2010/06/10 07:20:57.000,Variant 3,3,Variant 3,Value 1,Value 88,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3234,Case 703,Wait,Value 12,2010/06/10 07:22:51.000,Variant 3,3,Variant 3,Value 1,Value 88,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3235,Case 703,Take in charge ticket,Value 12,2010/06/14 13:01:25.000,Variant 3,3,Variant 3,Value 1,Value 88,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3236,Case 703,Resolve ticket,Value 12,2010/06/14 13:01:35.000,Variant 3,3,Variant 3,Value 1,Value 88,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3237,Case 703,Closed,Value 5,2010/07/09 13:00:21.000,Variant 3,3,Variant 3,Value 1,Value 88,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3238,Case 704,Assign seriousness,Value 9,2012/06/25 08:52:06.000,Variant 1,1,Variant 1,Value 1,Value 219,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3239,Case 704,Take in charge ticket,Value 13,2012/06/26 15:24:57.000,Variant 1,1,Variant 1,Value 1,Value 219,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3240,Case 704,Resolve ticket,Value 13,2012/07/20 09:59:43.000,Variant 1,1,Variant 1,Value 1,Value 219,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3241,Case 704,Closed,Value 5,2012/08/04 09:59:57.000,Variant 1,1,Variant 1,Value 1,Value 219,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3242,Case 705,Assign seriousness,Value 1,2012/04/06 15:00:32.000,Variant 5,5,Variant 5,Value 1,Value 9,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
3243,Case 705,Resolve ticket,Value 1,2012/04/06 15:16:02.000,Variant 5,5,Variant 5,Value 1,Value 9,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
3244,Case 705,Closed,Value 5,2012/05/11 15:11:57.000,Variant 5,5,Variant 5,Value 1,Value 9,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
3245,Case 706,Assign seriousness,Value 2,2012/04/24 15:31:51.000,Variant 1,1,Variant 1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
3246,Case 706,Take in charge ticket,Value 6,2012/04/26 08:09:15.000,Variant 1,1,Variant 1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
3247,Case 706,Resolve ticket,Value 17,2012/04/26 08:27:23.000,Variant 1,1,Variant 1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
3248,Case 706,Closed,Value 5,2012/06/22 15:40:48.000,Variant 1,1,Variant 1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
3253,Case 708,Assign seriousness,Value 9,2012/10/15 16:02:28.000,Variant 2,2,Variant 2,Value 1,Value 36,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
3254,Case 708,Take in charge ticket,Value 3,2012/10/16 06:51:20.000,Variant 2,2,Variant 2,Value 1,Value 36,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
3255,Case 708,Wait,Value 2,2012/10/16 07:48:44.000,Variant 2,2,Variant 2,Value 1,Value 36,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
3256,Case 708,Resolve ticket,Value 2,2012/11/06 09:57:59.000,Variant 2,2,Variant 2,Value 1,Value 36,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
3257,Case 708,Closed,Value 3,2012/11/21 09:58:10.000,Variant 2,2,Variant 2,Value 1,Value 36,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
3258,Case 709,Assign seriousness,Value 15,2010/03/15 15:42:39.000,Variant 30,30,Variant 30,Value 1,Value 220,Value 3,Value 2,Value 2,Value 2,Value 1,Value 5,Value 3
3259,Case 709,Assign seriousness,Value 2,2010/03/15 15:50:35.000,Variant 30,30,Variant 30,Value 1,Value 220,Value 3,Value 2,Value 2,Value 2,Value 1,Value 5,Value 3
3260,Case 709,Take in charge ticket,Value 15,2010/03/16 10:53:17.000,Variant 30,30,Variant 30,Value 1,Value 220,Value 3,Value 2,Value 2,Value 2,Value 1,Value 5,Value 3
3261,Case 709,Resolve ticket,Value 15,2010/03/16 10:53:29.000,Variant 30,30,Variant 30,Value 1,Value 220,Value 3,Value 2,Value 2,Value 2,Value 1,Value 5,Value 3
3262,Case 709,Resolve ticket,Value 21,2010/03/24 08:23:18.000,Variant 30,30,Variant 30,Value 1,Value 220,Value 3,Value 2,Value 2,Value 2,Value 1,Value 5,Value 3
3263,Case 709,Closed,Value 5,2010/04/28 14:50:24.000,Variant 30,30,Variant 30,Value 1,Value 220,Value 3,Value 2,Value 2,Value 2,Value 1,Value 5,Value 3
3268,Case 711,Assign seriousness,Value 8,2011/05/12 10:00:48.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
3269,Case 711,Take in charge ticket,Value 8,2011/05/12 10:01:22.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
3270,Case 711,Resolve ticket,Value 17,2011/05/16 10:28:31.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
3271,Case 711,Closed,Value 5,2011/06/25 10:11:25.000,Variant 1,1,Variant 1,Value 1,Value 92,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
3272,Case 712,Assign seriousness,Value 13,2011/08/22 10:13:17.000,Variant 2,2,Variant 2,Value 1,Value 221,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3273,Case 712,Take in charge ticket,Value 13,2011/08/22 13:41:16.000,Variant 2,2,Variant 2,Value 1,Value 221,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3274,Case 712,Wait,Value 13,2011/08/23 13:41:21.000,Variant 2,2,Variant 2,Value 1,Value 221,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3275,Case 712,Resolve ticket,Value 13,2011/08/24 14:23:14.000,Variant 2,2,Variant 2,Value 1,Value 221,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3276,Case 712,Closed,Value 5,2011/09/23 11:00:18.000,Variant 2,2,Variant 2,Value 1,Value 221,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3277,Case 713,Insert ticket,Value 14,2010/10/18 12:21:06.000,Variant 7,7,Variant 7,Value 1,Value 97,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3278,Case 713,Assign seriousness,Value 14,2010/10/18 12:21:35.000,Variant 7,7,Variant 7,Value 1,Value 97,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3279,Case 713,Take in charge ticket,Value 14,2010/10/18 12:27:51.000,Variant 7,7,Variant 7,Value 1,Value 97,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3280,Case 713,Resolve ticket,Value 2,2010/11/05 17:07:01.000,Variant 7,7,Variant 7,Value 1,Value 97,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3281,Case 713,Closed,Value 5,2010/11/20 17:07:15.000,Variant 7,7,Variant 7,Value 1,Value 97,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3282,Case 714,Assign seriousness,Value 1,2011/10/20 10:17:17.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3283,Case 714,Take in charge ticket,Value 2,2011/10/20 10:22:06.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3284,Case 714,Resolve ticket,Value 2,2011/10/20 14:49:24.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3285,Case 714,Closed,Value 5,2011/11/27 11:21:58.000,Variant 1,1,Variant 1,Value 1,Value 143,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3286,Case 715,Assign seriousness,Value 16,2010/07/28 09:38:37.000,Variant 3,3,Variant 3,Value 1,Value 222,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
3287,Case 715,Take in charge ticket,Value 16,2010/07/28 09:50:44.000,Variant 3,3,Variant 3,Value 1,Value 222,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
3288,Case 715,Wait,Value 16,2010/07/28 09:51:16.000,Variant 3,3,Variant 3,Value 1,Value 222,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
3289,Case 715,Take in charge ticket,Value 6,2010/08/30 13:31:04.000,Variant 3,3,Variant 3,Value 1,Value 222,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
3290,Case 715,Resolve ticket,Value 6,2010/08/30 13:31:33.000,Variant 3,3,Variant 3,Value 1,Value 222,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
3291,Case 715,Closed,Value 5,2010/09/14 13:31:53.000,Variant 3,3,Variant 3,Value 1,Value 222,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
3292,Case 716,Assign seriousness,Value 1,2012/03/21 13:43:53.000,Variant 6,6,Variant 6,Value 1,Value 37,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3293,Case 716,Take in charge ticket,Value 1,2012/03/21 16:23:56.000,Variant 6,6,Variant 6,Value 1,Value 37,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3294,Case 716,Resolve ticket,Value 1,2012/03/22 11:09:33.000,Variant 6,6,Variant 6,Value 1,Value 37,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3295,Case 716,Resolve ticket,Value 1,2012/03/22 11:09:34.000,Variant 6,6,Variant 6,Value 1,Value 37,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3296,Case 716,Closed,Value 5,2012/04/28 12:50:31.000,Variant 6,6,Variant 6,Value 1,Value 37,Value 2,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3301,Case 718,Assign seriousness,Value 4,2011/11/29 09:47:09.000,Variant 1,1,Variant 1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
3302,Case 718,Take in charge ticket,Value 6,2011/12/01 09:11:46.000,Variant 1,1,Variant 1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
3303,Case 718,Resolve ticket,Value 17,2011/12/06 11:20:18.000,Variant 1,1,Variant 1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
3304,Case 718,Closed,Value 5,2012/01/12 09:50:28.000,Variant 1,1,Variant 1,Value 1,Value 35,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 4
3305,Case 719,Assign seriousness,Value 6,2011/09/13 13:05:34.000,Variant 1,1,Variant 1,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
3306,Case 719,Take in charge ticket,Value 6,2011/09/13 14:07:39.000,Variant 1,1,Variant 1,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
3307,Case 719,Resolve ticket,Value 6,2011/09/19 12:07:26.000,Variant 1,1,Variant 1,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
3308,Case 719,Closed,Value 5,2011/11/11 14:10:28.000,Variant 1,1,Variant 1,Value 1,Value 45,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 1
3309,Case 720,Assign seriousness,Value 2,2011/11/21 13:38:34.000,Variant 1,1,Variant 1,Value 1,Value 223,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3310,Case 720,Take in charge ticket,Value 2,2011/11/21 13:38:48.000,Variant 1,1,Variant 1,Value 1,Value 223,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3311,Case 720,Resolve ticket,Value 2,2011/11/21 13:44:53.000,Variant 1,1,Variant 1,Value 1,Value 223,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3312,Case 720,Closed,Value 5,2012/01/19 13:40:34.000,Variant 1,1,Variant 1,Value 1,Value 223,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3313,Case 721,Assign seriousness,Value 1,2012/05/02 12:29:25.000,Variant 1,1,Variant 1,Value 1,Value 19,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3314,Case 721,Take in charge ticket,Value 4,2012/05/04 14:01:53.000,Variant 1,1,Variant 1,Value 1,Value 19,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3315,Case 721,Resolve ticket,Value 4,2012/05/08 13:59:59.000,Variant 1,1,Variant 1,Value 1,Value 19,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3316,Case 721,Closed,Value 5,2012/06/02 12:30:15.000,Variant 1,1,Variant 1,Value 1,Value 19,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3317,Case 722,Assign seriousness,Value 1,2012/04/30 10:02:19.000,Variant 1,1,Variant 1,Value 1,Value 126,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3318,Case 722,Take in charge ticket,Value 1,2012/04/30 10:05:16.000,Variant 1,1,Variant 1,Value 1,Value 126,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3319,Case 722,Resolve ticket,Value 1,2012/04/30 12:03:28.000,Variant 1,1,Variant 1,Value 1,Value 126,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3320,Case 722,Closed,Value 5,2012/05/31 10:10:48.000,Variant 1,1,Variant 1,Value 1,Value 126,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3321,Case 723,Assign seriousness,Value 1,2011/12/20 09:49:57.000,Variant 1,1,Variant 1,Value 1,Value 37,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3322,Case 723,Take in charge ticket,Value 2,2011/12/20 11:37:14.000,Variant 1,1,Variant 1,Value 1,Value 37,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3323,Case 723,Resolve ticket,Value 2,2011/12/20 11:43:09.000,Variant 1,1,Variant 1,Value 1,Value 37,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3324,Case 723,Closed,Value 5,2012/01/27 09:50:47.000,Variant 1,1,Variant 1,Value 1,Value 37,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3325,Case 724,Assign seriousness,Value 1,2011/11/24 08:48:59.000,Variant 1,1,Variant 1,Value 1,Value 76,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3326,Case 724,Take in charge ticket,Value 4,2011/11/29 11:55:52.000,Variant 1,1,Variant 1,Value 1,Value 76,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3327,Case 724,Resolve ticket,Value 4,2011/12/01 08:56:02.000,Variant 1,1,Variant 1,Value 1,Value 76,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3328,Case 724,Closed,Value 5,2012/01/11 08:50:53.000,Variant 1,1,Variant 1,Value 1,Value 76,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3329,Case 725,Assign seriousness,Value 8,2011/01/10 09:08:37.000,Variant 23,23,Variant 23,Value 1,Value 4,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3330,Case 725,Assign seriousness,Value 8,2011/01/10 15:19:52.000,Variant 23,23,Variant 23,Value 1,Value 4,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3331,Case 725,Assign seriousness,Value 15,2011/01/12 15:58:03.000,Variant 23,23,Variant 23,Value 1,Value 4,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3332,Case 725,Take in charge ticket,Value 15,2011/01/12 15:58:14.000,Variant 23,23,Variant 23,Value 1,Value 4,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3333,Case 725,Resolve ticket,Value 15,2011/01/13 13:45:11.000,Variant 23,23,Variant 23,Value 1,Value 4,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3334,Case 725,Closed,Value 5,2011/02/23 09:11:13.000,Variant 23,23,Variant 23,Value 1,Value 4,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3335,Case 726,Assign seriousness,Value 1,2011/10/11 10:28:46.000,Variant 1,1,Variant 1,Value 1,Value 224,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3336,Case 726,Take in charge ticket,Value 4,2011/10/12 15:08:05.000,Variant 1,1,Variant 1,Value 1,Value 224,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3337,Case 726,Resolve ticket,Value 4,2011/10/12 15:22:23.000,Variant 1,1,Variant 1,Value 1,Value 224,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3338,Case 726,Closed,Value 5,2011/11/24 11:30:24.000,Variant 1,1,Variant 1,Value 1,Value 224,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
3339,Case 727,Assign seriousness,Value 19,2010/07/28 10:06:11.000,Variant 20,20,Variant 20,Value 1,Value 219,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3340,Case 727,Take in charge ticket,Value 19,2010/07/28 10:06:21.000,Variant 20,20,Variant 20,Value 1,Value 219,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3341,Case 727,Resolve ticket,Value 19,2010/07/28 10:06:33.000,Variant 20,20,Variant 20,Value 1,Value 219,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3342,Case 727,Take in charge ticket,Value 19,2010/07/28 14:10:53.000,Variant 20,20,Variant 20,Value 1,Value 219,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3343,Case 727,Wait,Value 19,2010/07/28 14:18:04.000,Variant 20,20,Variant 20,Value 1,Value 219,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3344,Case 727,Take in charge ticket,Value 19,2010/08/23 13:28:45.000,Variant 20,20,Variant 20,Value 1,Value 219,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3345,Case 727,Resolve ticket,Value 19,2010/08/23 13:28:52.000,Variant 20,20,Variant 20,Value 1,Value 219,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3346,Case 727,Closed,Value 5,2010/09/07 13:29:07.000,Variant 20,20,Variant 20,Value 1,Value 219,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
3347,Case 728,Assign seriousness,Value 1,2013/01/25 16:42:32.000,Variant 1,1,Variant 1,Value 1,Value 12,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3348,Case 728,Take in charge ticket,Value 2,2013/02/06 17:08:42.000,Variant 1,1,Variant 1,Value 1,Value 12,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3349,Case 728,Resolve ticket,Value 2,2013/02/13 09:00:01.000,Variant 1,1,Variant 1,Value 1,Value 12,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3350,Case 728,Closed,Value 3,2013/02/28 09:00:10.000,Variant 1,1,Variant 1,Value 1,Value 12,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3351,Case 729,Assign seriousness,Value 2,2011/05/27 09:23:42.000,Variant 1,1,Variant 1,Value 1,Value 68,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3352,Case 729,Take in charge ticket,Value 10,2011/06/09 16:06:40.000,Variant 1,1,Variant 1,Value 1,Value 68,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3353,Case 729,Resolve ticket,Value 9,2011/06/10 13:56:43.000,Variant 1,1,Variant 1,Value 1,Value 68,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3354,Case 729,Closed,Value 5,2011/07/14 09:30:25.000,Variant 1,1,Variant 1,Value 1,Value 68,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3355,Case 730,Assign seriousness,Value 8,2011/05/05 15:58:43.000,Variant 3,3,Variant 3,Value 1,Value 79,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3356,Case 730,Take in charge ticket,Value 8,2011/05/05 15:59:14.000,Variant 3,3,Variant 3,Value 1,Value 79,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3357,Case 730,Wait,Value 9,2011/05/06 13:33:21.000,Variant 3,3,Variant 3,Value 1,Value 79,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3358,Case 730,Take in charge ticket,Value 9,2011/06/09 15:24:23.000,Variant 3,3,Variant 3,Value 1,Value 79,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3359,Case 730,Resolve ticket,Value 9,2011/06/09 15:24:36.000,Variant 3,3,Variant 3,Value 1,Value 79,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3360,Case 730,Closed,Value 5,2011/06/24 15:24:53.000,Variant 3,3,Variant 3,Value 1,Value 79,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3361,Case 731,Assign seriousness,Value 4,2012/02/08 08:45:15.000,Variant 12,12,Variant 12,Value 1,Value 26,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
3362,Case 731,Take in charge ticket,Value 4,2012/02/08 08:46:12.000,Variant 12,12,Variant 12,Value 1,Value 26,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
3363,Case 731,Take in charge ticket,Value 4,2012/02/08 08:50:55.000,Variant 12,12,Variant 12,Value 1,Value 26,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
3364,Case 731,Resolve ticket,Value 9,2012/02/08 09:04:47.000,Variant 12,12,Variant 12,Value 1,Value 26,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
3365,Case 731,Closed,Value 5,2012/03/11 08:50:35.000,Variant 12,12,Variant 12,Value 1,Value 26,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
3366,Case 732,Assign seriousness,Value 1,2013/03/15 08:46:36.000,Variant 107,107,Variant 107,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3367,Case 732,Create SW anomaly,Value 1,2013/03/18 13:20:54.000,Variant 107,107,Variant 107,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3368,Case 732,Take in charge ticket,Value 2,2013/03/18 13:32:28.000,Variant 107,107,Variant 107,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3369,Case 732,Create SW anomaly,Value 1,2013/03/18 13:32:39.000,Variant 107,107,Variant 107,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3370,Case 732,Require upgrade,Value 2,2013/03/22 09:08:41.000,Variant 107,107,Variant 107,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3371,Case 732,VERIFIED,Value 2,2013/03/22 10:08:40.000,Variant 107,107,Variant 107,Value 1,Value 225,Value 1,Value 1,Value 3,Value 4,Value 4,Value 1,Value 3
3372,Case 732,DUPLICATE,Value 2,2013/03/22 10:08:40.000,Variant 107,107,Variant 107,Value 1,Value 225,Value 1,Value 1,Value 3,Value 4,Value 4,Value 1,Value 3
3373,Case 732,Resolve ticket,Value 14,2013/04/19 13:24:54.000,Variant 107,107,Variant 107,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3374,Case 732,Closed,Value 3,2013/05/04 13:25:10.000,Variant 107,107,Variant 107,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
3375,Case 733,Assign seriousness,Value 4,2012/02/01 13:17:35.000,Variant 1,1,Variant 1,Value 1,Value 55,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3376,Case 733,Take in charge ticket,Value 10,2012/02/02 13:43:52.000,Variant 1,1,Variant 1,Value 1,Value 55,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
3377,Case 733,Resolve ticket,Value 10,2012/02/08 14:25:08.000,Variant 1,1,Variant 1,Value 1,Value 55,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
